member_id,client_id,plan_tier
M034471,CL0012,Bronze
M034472,CL0019,Gold
M034473,CL0050,Silver
M034474,CL0032,Silver
M034475,CL0050,Silver
M034476,CL0027,Silver
M034477,CL0032,Silver
M034478,CL0032,Bronze
M034479,CL0032,Silver
M034480,CL0046,Gold
M034481,CL0037,Silver
M034482,CL0050,Silver
M034483,CL0020,Bronze
M034484,CL0050,Bronze
M034485,CL0037,Bronze
M034486,CL0013,Gold
M034487,CL0031,Silver
M034488,CL0016,Silver
M034489,CL0016,Silver
M034490,CL0050,Bronze
M034491,CL0050,Silver
M034492,CL0001,Gold
M034493,CL0013,Silver
M034494,CL0019,Silver
M034495,CL0043,Silver
M034496,CL0033,Bronze
M034497,CL0033,Silver
M034498,CL0033,Bronze
M034499,CL0050,Silver
M034500,CL0019,Bronze
M034501,CL0013,Silver
M034502,CL0033,Bronze
M034503,CL0050,Gold
M034504,CL0037,Bronze
M034505,CL0043,Silver
M034506,CL0044,Silver
M034507,CL0016,Bronze
M034508,CL0037,Gold
M034509,CL0043,Bronze
M034510,CL0012,Silver
M034511,CL0033,Gold
M034512,CL0019,Silver
M034513,CL0043,Silver
M034514,CL0016,Gold
M034515,CL0027,Silver
M034516,CL0037,Silver
M034517,CL0033,Silver
M034518,CL0013,Bronze
M034519,CL0016,Silver
M034520,CL0043,Silver
M034521,CL0050,Bronze
M034522,CL0037,Gold
M034523,CL0001,Silver
M034524,CL0038,Bronze
M034525,CL0033,Silver
M034526,CL0031,Silver
M034527,CL0016,Bronze
M034528,CL0015,Bronze
M034529,CL0011,Gold
M034530,CL0033,Silver
M034531,CL0020,Silver
M034532,CL0032,Gold
M034533,CL0032,Bronze
M034534,CL0033,Silver
M034535,CL0033,Bronze
M034536,CL0032,Bronze
M034537,CL0014,Bronze
M034538,CL0003,Bronze
M034539,CL0033,Gold
M034540,CL0031,Silver
M034541,CL0031,Bronze
M034542,CL0031,Gold
M034543,CL0012,Silver
M034544,CL0015,Bronze
M034545,CL0036,Silver
M034546,CL0032,Bronze
M034547,CL0033,Silver
M034548,CL0013,Silver
M034549,CL0042,Gold
M034550,CL0027,Silver
M034551,CL0033,Silver
M034552,CL0032,Gold
M034553,CL0032,Bronze
M034554,CL0040,Silver
M034555,CL0012,Silver
M034556,CL0011,Silver
M034557,CL0012,Bronze
M034558,CL0050,Bronze
M034559,CL0048,Bronze
M034560,CL0037,Bronze
M034561,CL0032,Silver
M034562,CL0012,Gold
M034563,CL0043,Silver
M034564,CL0015,Gold
M034565,CL0019,Gold
M034566,CL0043,Bronze
M034567,CL0016,Silver
M034568,CL0043,Silver
M034569,CL0040,Bronze
M034570,CL0043,Silver
M034571,CL0037,Gold
M034572,CL0023,Silver
M034573,CL0033,Silver
M034574,CL0043,Silver
M034575,CL0038,Bronze
M034576,CL0043,Bronze
M034577,CL0050,Bronze
M034578,CL0037,Silver
M034579,CL0049,Silver
M034580,CL0019,Gold
M034581,CL0050,Gold
M034582,CL0046,Silver
M034583,CL0008,Gold
M034584,CL0033,Bronze
M034585,CL0032,Bronze
M034586,CL0042,Silver
M034587,CL0013,Silver
M034588,CL0032,Silver
M034589,CL0032,Bronze
M034590,CL0030,Silver
M034591,CL0050,Bronze
M034592,CL0032,Silver
M034593,CL0031,Gold
M034594,CL0043,Gold
M034595,CL0013,Silver
M034596,CL0019,Silver
M034597,CL0019,Gold
M034598,CL0050,Silver
M034599,CL0043,Bronze
M034600,CL0033,Silver
M034601,CL0020,Silver
M034602,CL0032,Silver
M034603,CL0033,Bronze
M034604,CL0032,Silver
M034605,CL0016,Silver
M034606,CL0013,Gold
M034607,CL0045,Silver
M034608,CL0033,Bronze
M034609,CL0013,Bronze
M034610,CL0050,Silver
M034611,CL0031,Silver
M034612,CL0037,Silver
M034613,CL0015,Bronze
M034614,CL0050,Silver
M034615,CL0011,Bronze
M034616,CL0050,Silver
M034617,CL0037,Bronze
M034618,CL0016,Silver
M034619,CL0015,Gold
M034620,CL0043,Silver
M034621,CL0007,Silver
M034622,CL0013,Silver
M034623,CL0037,Bronze
M034624,CL0011,Gold
M034625,CL0032,Silver
M034626,CL0033,Bronze
M034627,CL0001,Silver
M034628,CL0027,Bronze
M034629,CL0003,Gold
M034630,CL0050,Bronze
M034631,CL0016,Silver
M034632,CL0037,Silver
M034633,CL0037,Bronze
M034634,CL0040,Silver
M034635,CL0020,Silver
M034636,CL0015,Silver
M034637,CL0032,Gold
M034638,CL0037,Bronze
M034639,CL0040,Bronze
M034640,CL0010,Silver
M034641,CL0038,Gold
M034642,CL0012,Gold
M034643,CL0032,Gold
M034644,CL0033,Gold
M034645,CL0013,Bronze
M034646,CL0050,Gold
M034647,CL0033,Bronze
M034648,CL0016,Silver
M034649,CL0010,Silver
M034650,CL0040,Silver
M034651,CL0043,Bronze
M034652,CL0012,Gold
M034653,CL0016,Bronze
M034654,CL0033,Gold
M034655,CL0031,Silver
M034656,CL0020,Silver
M034657,CL0031,Bronze
M034658,CL0032,Gold
M034659,CL0015,Silver
M034660,CL0030,Silver
M034661,CL0010,Silver
M034662,CL0001,Gold
M034663,CL0050,Silver
M034664,CL0010,Gold
M034665,CL0008,Bronze
M034666,CL0043,Gold
M034667,CL0050,Silver
M034668,CL0043,Gold
M034669,CL0013,Gold
M034670,CL0033,Gold
M034671,CL0037,Silver
M034672,CL0040,Silver
M034673,CL0012,Silver
M034674,CL0030,Silver
M034675,CL0019,Silver
M034676,CL0035,Bronze
M034677,CL0020,Bronze
M034678,CL0032,Silver
M034679,CL0033,Gold
M034680,CL0043,Bronze
M034681,CL0048,Bronze
M034682,CL0037,Gold
M034683,CL0014,Silver
M034684,CL0043,Silver
M034685,CL0016,Bronze
M034686,CL0010,Silver
M034687,CL0032,Silver
M034688,CL0037,Bronze
M034689,CL0013,Silver
M034690,CL0019,Gold
M034691,CL0011,Silver
M034692,CL0033,Bronze
M034693,CL0037,Gold
M034694,CL0032,Bronze
M034695,CL0032,Bronze
M034696,CL0043,Silver
M034697,CL0031,Gold
M034698,CL0032,Silver
M034699,CL0033,Silver
M034700,CL0037,Silver
M034701,CL0040,Silver
M034702,CL0008,Bronze
M034703,CL0043,Bronze
M034704,CL0032,Silver
M034705,CL0045,Gold
M034706,CL0032,Gold
M034707,CL0032,Gold
M034708,CL0015,Gold
M034709,CL0032,Bronze
M034710,CL0032,Bronze
M034711,CL0043,Bronze
M034712,CL0043,Silver
M034713,CL0032,Silver
M034714,CL0043,Gold
M034715,CL0043,Bronze
M034716,CL0050,Bronze
M034717,CL0025,Bronze
M034718,CL0016,Bronze
M034719,CL0050,Silver
M034720,CL0033,Silver
M034721,CL0032,Bronze
M034722,CL0031,Silver
M034723,CL0012,Bronze
M034724,CL0016,Bronze
M034725,CL0019,Silver
M034726,CL0033,Gold
M034727,CL0032,Gold
M034728,CL0032,Bronze
M034729,CL0011,Bronze
M034730,CL0001,Silver
M034731,CL0032,Gold
M034732,CL0015,Silver
M034733,CL0043,Silver
M034734,CL0031,Silver
M034735,CL0023,Silver
M034736,CL0032,Gold
M034737,CL0033,Silver
M034738,CL0011,Bronze
M034739,CL0038,Gold
M034740,CL0013,Silver
M034741,CL0030,Bronze
M034742,CL0024,Silver
M034743,CL0033,Gold
M034744,CL0037,Silver
M034745,CL0042,Bronze
M034746,CL0032,Silver
M034747,CL0014,Gold
M034748,CL0037,Silver
M034749,CL0032,Bronze
M034750,CL0033,Gold
M034751,CL0032,Bronze
M034752,CL0031,Bronze
M034753,CL0037,Silver
M034754,CL0032,Silver
M034755,CL0043,Gold
M034756,CL0038,Gold
M034757,CL0032,Silver
M034758,CL0016,Silver
M034759,CL0001,Gold
M034760,CL0016,Gold
M034761,CL0019,Silver
M034762,CL0013,Silver
M034763,CL0036,Gold
M034764,CL0020,Bronze
M034765,CL0003,Bronze
M034766,CL0032,Silver
M034767,CL0040,Silver
M034768,CL0020,Bronze
M034769,CL0045,Silver
M034770,CL0043,Silver
M034771,CL0043,Bronze
M034772,CL0036,Gold
M034773,CL0042,Silver
M034774,CL0030,Silver
M034775,CL0037,Gold
M034776,CL0016,Silver
M034777,CL0016,Silver
M034778,CL0050,Silver
M034779,CL0033,Gold
M034780,CL0010,Silver
M034781,CL0016,Gold
M034782,CL0032,Gold
M034783,CL0043,Gold
M034784,CL0044,Silver
M034785,CL0012,Silver
M034786,CL0010,Silver
M034787,CL0013,Silver
M034788,CL0037,Silver
M034789,CL0032,Silver
M034790,CL0037,Gold
M034791,CL0033,Gold
M034792,CL0012,Bronze
M034793,CL0016,Silver
M034794,CL0020,Gold
M034795,CL0037,Gold
M034796,CL0033,Bronze
M034797,CL0050,Gold
M034798,CL0013,Gold
M034799,CL0050,Bronze
M034800,CL0016,Gold
M034801,CL0020,Silver
M034802,CL0003,Silver
M034803,CL0019,Bronze
M034804,CL0016,Bronze
M034805,CL0016,Silver
M034806,CL0033,Bronze
M034807,CL0040,Silver
M034808,CL0038,Bronze
M034809,CL0043,Bronze
M034810,CL0037,Silver
M034811,CL0050,Silver
M034812,CL0001,Bronze
M034813,CL0050,Bronze
M034814,CL0031,Silver
M034815,CL0032,Silver
M034816,CL0033,Gold
M034817,CL0001,Silver
M034818,CL0015,Bronze
M034819,CL0032,Gold
M034820,CL0040,Gold
M034821,CL0043,Gold
M034822,CL0013,Silver
M034823,CL0016,Gold
M034824,CL0033,Silver
M034825,CL0025,Bronze
M034826,CL0019,Silver
M034827,CL0028,Gold
M034828,CL0037,Silver
M034829,CL0016,Silver
M034830,CL0010,Bronze
M034831,CL0001,Gold
M034832,CL0032,Silver
M034833,CL0016,Silver
M034834,CL0033,Silver
M034835,CL0043,Silver
M034836,CL0019,Bronze
M034837,CL0015,Bronze
M034838,CL0001,Bronze
M034839,CL0050,Bronze
M034840,CL0032,Bronze
M034841,CL0042,Bronze
M034842,CL0043,Gold
M034843,CL0050,Bronze
M034844,CL0043,Gold
M034845,CL0019,Silver
M034846,CL0033,Bronze
M034847,CL0050,Silver
M034848,CL0033,Silver
M034849,CL0040,Bronze
M034850,CL0045,Bronze
M034851,CL0033,Bronze
M034852,CL0037,Gold
M034853,CL0033,Bronze
M034854,CL0020,Silver
M034855,CL0016,Bronze
M034856,CL0033,Silver
M034857,CL0050,Bronze
M034858,CL0046,Silver
M034859,CL0016,Gold
M034860,CL0043,Gold
M034861,CL0001,Silver
M034862,CL0033,Bronze
M034863,CL0050,Gold
M034864,CL0050,Silver
M034865,CL0033,Bronze
M034866,CL0033,Gold
M034867,CL0030,Silver
M034868,CL0037,Gold
M034869,CL0016,Silver
M034870,CL0003,Silver
M034871,CL0043,Silver
M034872,CL0010,Silver
M034873,CL0036,Silver
M034874,CL0032,Gold
M034875,CL0008,Bronze
M034876,CL0014,Bronze
M034877,CL0012,Gold
M034878,CL0016,Gold
M034879,CL0033,Silver
M034880,CL0033,Bronze
M034881,CL0031,Bronze
M034882,CL0043,Silver
M034883,CL0038,Gold
M034884,CL0037,Silver
M034885,CL0033,Gold
M034886,CL0037,Silver
M034887,CL0016,Gold
M034888,CL0016,Silver
M034889,CL0019,Silver
M034890,CL0037,Silver
M034891,CL0031,Bronze
M034892,CL0050,Gold
M034893,CL0008,Bronze
M034894,CL0028,Bronze
M034895,CL0013,Gold
M034896,CL0042,Bronze
M034897,CL0032,Gold
M034898,CL0033,Gold
M034899,CL0033,Silver
M034900,CL0011,Gold
M034901,CL0040,Gold
M034902,CL0043,Silver
M034903,CL0033,Silver
M034904,CL0019,Silver
M034905,CL0037,Bronze
M034906,CL0037,Silver
M034907,CL0046,Bronze
M034908,CL0013,Gold
M034909,CL0045,Silver
M034910,CL0043,Bronze
M034911,CL0019,Gold
M034912,CL0037,Gold
M034913,CL0016,Silver
M034914,CL0016,Bronze
M034915,CL0033,Gold
M034916,CL0010,Gold
M034917,CL0012,Bronze
M034918,CL0036,Silver
M034919,CL0050,Gold
M034920,CL0003,Gold
M034921,CL0002,Gold
M034922,CL0011,Silver
M034923,CL0001,Bronze
M034924,CL0049,Silver
M034925,CL0032,Silver
M034926,CL0037,Silver
M034927,CL0031,Silver
M034928,CL0050,Gold
M034929,CL0032,Silver
M034930,CL0050,Silver
M034931,CL0033,Bronze
M034932,CL0050,Silver
M034933,CL0032,Gold
M034934,CL0043,Gold
M034935,CL0020,Gold
M034936,CL0036,Bronze
M034937,CL0033,Silver
M034938,CL0032,Silver
M034939,CL0032,Bronze
M034940,CL0015,Silver
M034941,CL0045,Silver
M034942,CL0032,Gold
M034943,CL0013,Bronze
M034944,CL0037,Silver
M034945,CL0037,Silver
M034946,CL0008,Silver
M034947,CL0020,Bronze
M034948,CL0033,Gold
M034949,CL0043,Bronze
M034950,CL0020,Silver
M034951,CL0019,Bronze
M034952,CL0037,Silver
M034953,CL0016,Silver
M034954,CL0044,Silver
M034955,CL0041,Bronze
M034956,CL0043,Gold
M034957,CL0024,Silver
M034958,CL0015,Silver
M034959,CL0033,Silver
M034960,CL0015,Silver
M034961,CL0016,Gold
M034962,CL0031,Bronze
M034963,CL0032,Silver
M034964,CL0020,Bronze
M034965,CL0019,Bronze
M034966,CL0016,Gold
M034967,CL0037,Gold
M034968,CL0020,Silver
M034969,CL0037,Silver
M034970,CL0038,Silver
M034971,CL0037,Silver
M034972,CL0046,Gold
M034973,CL0050,Silver
M034974,CL0013,Silver
M034975,CL0020,Bronze
M034976,CL0040,Gold
M034977,CL0040,Silver
M034978,CL0010,Silver
M034979,CL0050,Bronze
M034980,CL0043,Bronze
M034981,CL0045,Bronze
M034982,CL0016,Bronze
M034983,CL0032,Silver
M034984,CL0032,Silver
M034985,CL0025,Bronze
M034986,CL0016,Silver
M034987,CL0013,Silver
M034988,CL0043,Bronze
M034989,CL0032,Bronze
M034990,CL0033,Silver
M034991,CL0016,Gold
M034992,CL0050,Bronze
M034993,CL0050,Silver
M034994,CL0037,Bronze
M034995,CL0020,Bronze
M034996,CL0016,Bronze
M034997,CL0033,Silver
M034998,CL0043,Silver
M034999,CL0050,Silver
M035000,CL0010,Silver
M035001,CL0020,Silver
M035002,CL0030,Silver
M035003,CL0026,Bronze
M035004,CL0036,Bronze
M035005,CL0033,Bronze
M035006,CL0043,Silver
M035007,CL0016,Silver
M035008,CL0031,Bronze
M035009,CL0032,Bronze
M035010,CL0042,Silver
M035011,CL0043,Gold
M035012,CL0043,Bronze
M035013,CL0032,Silver
M035014,CL0016,Bronze
M035015,CL0037,Bronze
M035016,CL0050,Bronze
M035017,CL0019,Silver
M035018,CL0016,Bronze
M035019,CL0001,Silver
M035020,CL0036,Gold
M035021,CL0032,Bronze
M035022,CL0013,Silver
M035023,CL0016,Bronze
M035024,CL0036,Silver
M035025,CL0032,Gold
M035026,CL0016,Bronze
M035027,CL0033,Silver
M035028,CL0010,Silver
M035029,CL0001,Gold
M035030,CL0016,Bronze
M035031,CL0019,Silver
M035032,CL0012,Bronze
M035033,CL0013,Silver
M035034,CL0015,Silver
M035035,CL0037,Silver
M035036,CL0042,Bronze
M035037,CL0015,Silver
M035038,CL0036,Gold
M035039,CL0016,Silver
M035040,CL0043,Gold
M035041,CL0019,Silver
M035042,CL0013,Silver
M035043,CL0032,Gold
M035044,CL0013,Silver
M035045,CL0016,Silver
M035046,CL0020,Bronze
M035047,CL0036,Bronze
M035048,CL0013,Silver
M035049,CL0019,Silver
M035050,CL0043,Bronze
M035051,CL0019,Silver
M035052,CL0015,Silver
M035053,CL0032,Silver
M035054,CL0003,Bronze
M035055,CL0042,Gold
M035056,CL0016,Silver
M035057,CL0013,Bronze
M035058,CL0042,Bronze
M035059,CL0043,Gold
M035060,CL0037,Silver
M035061,CL0016,Bronze
M035062,CL0032,Bronze
M035063,CL0050,Bronze
M035064,CL0032,Gold
M035065,CL0050,Silver
M035066,CL0037,Silver
M035067,CL0043,Silver
M035068,CL0015,Gold
M035069,CL0048,Silver
M035070,CL0043,Silver
M035071,CL0040,Bronze
M035072,CL0050,Gold
M035073,CL0040,Silver
M035074,CL0033,Bronze
M035075,CL0033,Gold
M035076,CL0043,Silver
M035077,CL0038,Bronze
M035078,CL0033,Silver
M035079,CL0033,Gold
M035080,CL0043,Silver
M035081,CL0001,Silver
M035082,CL0037,Silver
M035083,CL0033,Gold
M035084,CL0043,Bronze
M035085,CL0016,Bronze
M035086,CL0032,Gold
M035087,CL0013,Bronze
M035088,CL0036,Silver
M035089,CL0040,Gold
M035090,CL0033,Bronze
M035091,CL0033,Bronze
M035092,CL0020,Silver
M035093,CL0033,Silver
M035094,CL0045,Silver
M035095,CL0037,Gold
M035096,CL0002,Bronze
M035097,CL0032,Bronze
M035098,CL0037,Gold
M035099,CL0032,Silver
M035100,CL0033,Silver
M035101,CL0046,Gold
M035102,CL0043,Bronze
M035103,CL0011,Silver
M035104,CL0032,Silver
M035105,CL0033,Silver
M035106,CL0043,Bronze
M035107,CL0016,Bronze
M035108,CL0013,Silver
M035109,CL0033,Bronze
M035110,CL0032,Bronze
M035111,CL0016,Silver
M035112,CL0050,Silver
M035113,CL0020,Gold
M035114,CL0010,Silver
M035115,CL0010,Silver
M035116,CL0016,Bronze
M035117,CL0013,Bronze
M035118,CL0030,Bronze
M035119,CL0011,Silver
M035120,CL0033,Silver
M035121,CL0031,Bronze
M035122,CL0033,Silver
M035123,CL0050,Silver
M035124,CL0050,Silver
M035125,CL0031,Gold
M035126,CL0026,Bronze
M035127,CL0037,Silver
M035128,CL0026,Bronze
M035129,CL0040,Bronze
M035130,CL0033,Bronze
M035131,CL0016,Silver
M035132,CL0031,Bronze
M035133,CL0043,Gold
M035134,CL0033,Silver
M035135,CL0037,Silver
M035136,CL0037,Silver
M035137,CL0032,Gold
M035138,CL0019,Bronze
M035139,CL0033,Bronze
M035140,CL0012,Silver
M035141,CL0033,Gold
M035142,CL0012,Bronze
M035143,CL0045,Silver
M035144,CL0038,Silver
M035145,CL0015,Gold
M035146,CL0040,Silver
M035147,CL0037,Gold
M035148,CL0037,Silver
M035149,CL0020,Bronze
M035150,CL0032,Silver
M035151,CL0033,Gold
M035152,CL0027,Silver
M035153,CL0033,Bronze
M035154,CL0016,Bronze
M035155,CL0043,Silver
M035156,CL0050,Bronze
M035157,CL0020,Bronze
M035158,CL0020,Silver
M035159,CL0016,Silver
M035160,CL0043,Silver
M035161,CL0015,Gold
M035162,CL0041,Silver
M035163,CL0043,Silver
M035164,CL0020,Gold
M035165,CL0040,Bronze
M035166,CL0032,Bronze
M035167,CL0021,Silver
M035168,CL0043,Silver
M035169,CL0032,Gold
M035170,CL0010,Silver
M035171,CL0033,Silver
M035172,CL0036,Silver
M035173,CL0033,Silver
M035174,CL0025,Gold
M035175,CL0037,Bronze
M035176,CL0019,Gold
M035177,CL0032,Silver
M035178,CL0016,Gold
M035179,CL0033,Bronze
M035180,CL0042,Bronze
M035181,CL0012,Bronze
M035182,CL0003,Bronze
M035183,CL0040,Gold
M035184,CL0020,Silver
M035185,CL0020,Silver
M035186,CL0033,Silver
M035187,CL0032,Bronze
M035188,CL0013,Silver
M035189,CL0040,Silver
M035190,CL0015,Gold
M035191,CL0043,Silver
M035192,CL0040,Silver
M035193,CL0015,Gold
M035194,CL0040,Gold
M035195,CL0036,Silver
M035196,CL0050,Bronze
M035197,CL0037,Bronze
M035198,CL0030,Bronze
M035199,CL0033,Gold
M035200,CL0036,Gold
M035201,CL0038,Silver
M035202,CL0032,Gold
M035203,CL0043,Silver
M035204,CL0019,Bronze
M035205,CL0050,Silver
M035206,CL0020,Gold
M035207,CL0005,Gold
M035208,CL0016,Bronze
M035209,CL0048,Gold
M035210,CL0041,Silver
M035211,CL0032,Silver
M035212,CL0045,Silver
M035213,CL0016,Bronze
M035214,CL0016,Silver
M035215,CL0013,Silver
M035216,CL0032,Gold
M035217,CL0032,Gold
M035218,CL0013,Bronze
M035219,CL0013,Bronze
M035220,CL0030,Bronze
M035221,CL0016,Silver
M035222,CL0033,Silver
M035223,CL0032,Silver
M035224,CL0014,Bronze
M035225,CL0001,Bronze
M035226,CL0033,Silver
M035227,CL0040,Gold
M035228,CL0032,Gold
M035229,CL0033,Bronze
M035230,CL0050,Silver
M035231,CL0040,Gold
M035232,CL0020,Gold
M035233,CL0043,Gold
M035234,CL0033,Gold
M035235,CL0032,Silver
M035236,CL0037,Gold
M035237,CL0031,Gold
M035238,CL0043,Silver
M035239,CL0015,Bronze
M035240,CL0031,Bronze
M035241,CL0010,Silver
M035242,CL0037,Silver
M035243,CL0019,Silver
M035244,CL0031,Bronze
M035245,CL0043,Bronze
M035246,CL0015,Gold
M035247,CL0001,Bronze
M035248,CL0033,Gold
M035249,CL0032,Silver
M035250,CL0010,Bronze
M035251,CL0019,Silver
M035252,CL0016,Gold
M035253,CL0016,Silver
M035254,CL0041,Gold
M035255,CL0020,Gold
M035256,CL0032,Gold
M035257,CL0016,Silver
M035258,CL0050,Bronze
M035259,CL0040,Gold
M035260,CL0031,Silver
M035261,CL0037,Silver
M035262,CL0020,Gold
M035263,CL0011,Silver
M035264,CL0031,Silver
M035265,CL0033,Silver
M035266,CL0022,Gold
M035267,CL0031,Silver
M035268,CL0037,Bronze
M035269,CL0044,Silver
M035270,CL0043,Silver
M035271,CL0033,Gold
M035272,CL0033,Gold
M035273,CL0032,Gold
M035274,CL0027,Silver
M035275,CL0037,Gold
M035276,CL0012,Bronze
M035277,CL0043,Silver
M035278,CL0019,Gold
M035279,CL0016,Bronze
M035280,CL0019,Gold
M035281,CL0042,Silver
M035282,CL0019,Bronze
M035283,CL0033,Bronze
M035284,CL0020,Bronze
M035285,CL0036,Silver
M035286,CL0033,Gold
M035287,CL0050,Gold
M035288,CL0020,Gold
M035289,CL0023,Gold
M035290,CL0016,Silver
M035291,CL0032,Bronze
M035292,CL0043,Silver
M035293,CL0016,Bronze
M035294,CL0050,Gold
M035295,CL0001,Silver
M035296,CL0042,Gold
M035297,CL0037,Gold
M035298,CL0045,Silver
M035299,CL0032,Bronze
M035300,CL0037,Bronze
M035301,CL0010,Silver
M035302,CL0030,Bronze
M035303,CL0040,Silver
M035304,CL0012,Silver
M035305,CL0040,Silver
M035306,CL0020,Bronze
M035307,CL0024,Silver
M035308,CL0033,Silver
M035309,CL0011,Silver
M035310,CL0033,Silver
M035311,CL0046,Gold
M035312,CL0012,Bronze
M035313,CL0016,Silver
M035314,CL0001,Gold
M035315,CL0032,Bronze
M035316,CL0037,Bronze
M035317,CL0048,Silver
M035318,CL0026,Silver
M035319,CL0013,Gold
M035320,CL0003,Gold
M035321,CL0020,Silver
M035322,CL0032,Bronze
M035323,CL0045,Bronze
M035324,CL0016,Silver
M035325,CL0040,Bronze
M035326,CL0032,Bronze
M035327,CL0043,Gold
M035328,CL0043,Silver
M035329,CL0043,Bronze
M035330,CL0031,Bronze
M035331,CL0021,Silver
M035332,CL0016,Bronze
M035333,CL0016,Silver
M035334,CL0033,Bronze
M035335,CL0050,Silver
M035336,CL0033,Silver
M035337,CL0031,Silver
M035338,CL0016,Silver
M035339,CL0033,Silver
M035340,CL0016,Silver
M035341,CL0012,Silver
M035342,CL0012,Bronze
M035343,CL0043,Silver
M035344,CL0028,Bronze
M035345,CL0050,Bronze
M035346,CL0032,Bronze
M035347,CL0037,Silver
M035348,CL0043,Gold
M035349,CL0043,Silver
M035350,CL0015,Silver
M035351,CL0016,Silver
M035352,CL0013,Bronze
M035353,CL0032,Gold
M035354,CL0014,Gold
M035355,CL0033,Silver
M035356,CL0025,Bronze
M035357,CL0050,Gold
M035358,CL0042,Bronze
M035359,CL0037,Bronze
M035360,CL0037,Silver
M035361,CL0007,Silver
M035362,CL0011,Bronze
M035363,CL0031,Silver
M035364,CL0046,Gold
M035365,CL0012,Gold
M035366,CL0031,Bronze
M035367,CL0041,Silver
M035368,CL0020,Gold
M035369,CL0050,Silver
M035370,CL0050,Gold
M035371,CL0010,Bronze
M035372,CL0033,Bronze
M035373,CL0013,Bronze
M035374,CL0032,Bronze
M035375,CL0045,Gold
M035376,CL0010,Bronze
M035377,CL0050,Gold
M035378,CL0050,Silver
M035379,CL0037,Silver
M035380,CL0024,Silver
M035381,CL0016,Silver
M035382,CL0031,Silver
M035383,CL0015,Gold
M035384,CL0001,Bronze
M035385,CL0010,Bronze
M035386,CL0036,Silver
M035387,CL0001,Silver
M035388,CL0019,Bronze
M035389,CL0037,Silver
M035390,CL0015,Gold
M035391,CL0020,Silver
M035392,CL0003,Silver
M035393,CL0012,Silver
M035394,CL0016,Silver
M035395,CL0013,Silver
M035396,CL0032,Silver
M035397,CL0013,Silver
M035398,CL0020,Gold
M035399,CL0037,Silver
M035400,CL0034,Silver
M035401,CL0028,Bronze
M035402,CL0050,Bronze
M035403,CL0040,Bronze
M035404,CL0033,Silver
M035405,CL0032,Bronze
M035406,CL0010,Bronze
M035407,CL0031,Bronze
M035408,CL0032,Gold
M035409,CL0050,Bronze
M035410,CL0050,Silver
M035411,CL0012,Gold
M035412,CL0050,Bronze
M035413,CL0040,Bronze
M035414,CL0037,Silver
M035415,CL0045,Silver
M035416,CL0020,Gold
M035417,CL0031,Silver
M035418,CL0043,Bronze
M035419,CL0012,Bronze
M035420,CL0037,Silver
M035421,CL0042,Bronze
M035422,CL0043,Bronze
M035423,CL0016,Gold
M035424,CL0037,Gold
M035425,CL0012,Bronze
M035426,CL0043,Silver
M035427,CL0032,Gold
M035428,CL0033,Silver
M035429,CL0043,Silver
M035430,CL0032,Silver
M035431,CL0032,Silver
M035432,CL0032,Gold
M035433,CL0033,Bronze
M035434,CL0037,Silver
M035435,CL0042,Silver
M035436,CL0003,Gold
M035437,CL0021,Silver
M035438,CL0031,Bronze
M035439,CL0012,Gold
M035440,CL0038,Silver
M035441,CL0032,Gold
M035442,CL0001,Bronze
M035443,CL0033,Silver
M035444,CL0020,Silver
M035445,CL0037,Bronze
M035446,CL0015,Silver
M035447,CL0001,Gold
M035448,CL0012,Bronze
M035449,CL0032,Silver
M035450,CL0038,Gold
M035451,CL0033,Bronze
M035452,CL0001,Bronze
M035453,CL0033,Silver
M035454,CL0032,Gold
M035455,CL0041,Silver
M035456,CL0016,Gold
M035457,CL0037,Gold
M035458,CL0033,Silver
M035459,CL0033,Bronze
M035460,CL0031,Bronze
M035461,CL0001,Silver
M035462,CL0015,Silver
M035463,CL0043,Bronze
M035464,CL0033,Gold
M035465,CL0033,Bronze
M035466,CL0032,Silver
M035467,CL0011,Silver
M035468,CL0021,Silver
M035469,CL0033,Silver
M035470,CL0013,Gold
M035471,CL0048,Bronze
M035472,CL0010,Silver
M035473,CL0037,Bronze
M035474,CL0019,Silver
M035475,CL0043,Bronze
M035476,CL0043,Gold
M035477,CL0020,Silver
M035478,CL0032,Silver
M035479,CL0050,Silver
M035480,CL0033,Silver
M035481,CL0001,Silver
M035482,CL0040,Gold
M035483,CL0025,Silver
M035484,CL0019,Gold
M035485,CL0043,Silver
M035486,CL0050,Silver
M035487,CL0010,Gold
M035488,CL0030,Bronze
M035489,CL0019,Silver
M035490,CL0045,Gold
M035491,CL0043,Silver
M035492,CL0045,Bronze
M035493,CL0008,Bronze
M035494,CL0010,Gold
M035495,CL0033,Silver
M035496,CL0015,Silver
M035497,CL0012,Bronze
M035498,CL0016,Silver
M035499,CL0037,Silver
M035500,CL0037,Gold
M035501,CL0040,Bronze
M035502,CL0010,Silver
M035503,CL0040,Gold
M035504,CL0032,Bronze
M035505,CL0020,Silver
M035506,CL0033,Bronze
M035507,CL0041,Silver
M035508,CL0012,Silver
M035509,CL0042,Silver
M035510,CL0033,Gold
M035511,CL0033,Gold
M035512,CL0043,Bronze
M035513,CL0037,Gold
M035514,CL0033,Bronze
M035515,CL0020,Silver
M035516,CL0032,Bronze
M035517,CL0043,Gold
M035518,CL0050,Gold
M035519,CL0040,Silver
M035520,CL0041,Bronze
